UY,UE,UI,B,Y-hat,E,I,Y
0.7739560485559633,-1.0989245655905424,1.5080771845440948,0,0,0.9010754344094576,3.0161543690881896,1
0.4388784397520523,-0.5413143554356487,2.0578022345854023,0,1,1.4586856445643512,4.115604469170805,1
0.8585979199113825,0.27200110688318835,0.23459046823044263,0,0,2.2720011068831885,0.46918093646088527,0
0.6973680290593639,-0.6283199853884129,-0.6384292072685546,1,0,-2.628319985388413,-0.3192146036342773,0
0.09417734788764953,-0.2783664403010984,-0.22163990085094343,1,1,-2.2783664403010984,-0.11081995042547171,1
0.9756223516367559,0.4413586925299495,0.4733398908330222,0,0,2.4413586925299495,0.9466797816660444,0
0.761139701990353,-0.348772681201302,-1.5629808516390824,0,0,1.651227318798698,-3.125961703278165,0
0.7860643052769538,0.22605958910202525,-0.5724991759812048,0,0,2.226059589102025,-1.1449983519624096,0
0.12811363267554587,1.5927284560195685,1.434893074450249,0,1,3.5927284560195685,2.869786148900498,1
0.45038593789556713,-0.17185879898699755,-1.0457100693283625,1,0,-2.1718587989869977,-0.5228550346641813,0
0.37079802423258124,1.1793378097192062,-0.7490248992615429,1,1,-0.8206621902807938,-0.37451244963077146,0
0.9267649888486018,0.5593700673073582,0.013193655981440497,0,0,2.5593700673073583,0.026387311962880994,0
0.6438651200806645,-1.4672419934867666,0.28314225950470917,0,0,0.5327580065132334,0.5662845190094183,0
0.82276161327083,-1.1021370292635242,-0.6250040461994723,0,0,0.8978629707364758,-1.2500080923989445,0
0.44341419882733113,-0.8335958830698964,0.07696438325195544,1,0,-2.833595883069896,0.03848219162597772,0
0.2272387217847769,-0.8548349169327834,0.6079395337394395,0,1,1.1451650830672166,1.215879067478879,1
0.5545847870158348,-0.0902897461068142,1.9614518237636474,1,1,-2.0902897461068144,0.9807259118818237,0
0.06381725610417532,0.6146440480818223,-0.1262443794347809,1,1,-1.3853559519181777,-0.06312218971739045,1
0.8276311719925821,1.2551584167047227,-0.041297315340562746,0,0,3.255158416704723,-0.08259463068112549,1
0.6316643991220648,0.30817508872508226,1.5274523459795106,1,1,-1.6918249112749177,0.7637261729897553,0
0.7580877400853738,-0.4456795560532098,-0.5491658582980953,1,0,-2.44567955605321,-0.27458292914904764,0
0.35452596812986836,-2.0822412436298743,-1.3243530327621809,1,0,-4.082241243629874,-0.6621765163810904,0
0.9706980243949033,0.07058957541733794,0.2502489756589624,0,0,2.070589575417338,0.5004979513179248,0
0.8931211213221977,0.025770193694991287,1.076175025087915,0,0,2.0257701936949912,2.15235005017583,0
0.7783834970737619,0.18292875353895768,0.36104713519968545,1,0,-1.8170712464610423,0.18052356759984273,0
0.19463870785196757,2.1062402977033328,-0.09701565754724577,1,1,0.10624029770333276,-0.048507828773622884,1
0.4667210037270342,1.2405965461930721,-1.4483933731348388,1,1,-0.7594034538069279,-0.7241966865674194,0
0.04380376578722878,0.7850609182499858,-0.058369245268373136,1,1,-1.214939081750014,-0.029184622634186568,1
0.15428949206754783,-0.9620771300715998,1.2331549263163366,1,1,-2.9620771300715996,0.6165774631581683,1
0.6830489532424546,-0.5129947491967435,-1.2341170815392215,1,0,-2.5129947491967437,-0.6170585407696108,0
0.7447621559078171,-0.09484460692850216,-0.24474717380327135,0,0,1.9051553930714977,-0.4894943476065427,0
0.96750973243421,-0.7754071240103536,-0.38748473215836077,1,0,-2.7754071240103535,-0.19374236607918038,0
0.32582535813815194,0.5004645249851181,-0.6977045706377453,1,1,-1.499535475014882,-0.34885228531887263,0
0.3704597060348689,0.35690884921570454,0.24792300451900576,1,1,-1.6430911507842954,0.12396150225950288,0
0.4695558112758079,-1.0883077930546925,0.4433052412560076,1,0,-3.0883077930546925,0.2216526206280038,0
0.1894713590842857,1.1968167090961244,0.4328269047934368,0,1,3.196816709096124,0.8656538095868735,1
0.12992150533547164,0.1023103338088603,-0.976809763615125,1,1,-1.8976896661911398,-0.4884048818075625,1
0.47570492622593374,-1.7290711467422513,-1.6459836943336827,1,0,-3.7290711467422515,-0.8229918471668414,0
0.2269093490508841,-0.051342858344969454,0.2623884365307285,0,1,1.9486571416550305,0.524776873061457,1
0.6698139946825103,0.28120645592290483,-0.5059190414826519,0,0,2.281206455922905,-1.0118380829653038,0
0.43715191887233074,0.9727923614357405,1.8383123796867857,0,1,2.9727923614357405,3.6766247593735715,1
0.8326781960578374,-0.3374764031266163,1.8845096960149461,0,0,1.6625235968733838,3.7690193920298922,1
0.7002651020022491,0.8279382674472072,1.99068979439604,0,1,2.827938267447207,3.98137958879208,1
0.31236664138204107,0.1871419867702157,-0.9401109010347132,0,1,2.1871419867702158,-1.8802218020694264,1
0.8322598013952011,-1.3150546090375794,0.5693690867420935,1,0,-3.3150546090375794,0.28468454337104676,0
0.8047643574968019,-1.4151667734825137,0.870952517251484,1,0,-3.4151667734825137,0.435476258625742,0
0.38747837903017446,1.1225598701493487,0.7583542335444021,1,1,-0.8774401298506513,0.37917711677220106,1
0.2883281039302441,1.195984178381769,-0.3543979441938586,1,1,-0.8040158216182309,-0.1771989720969293,1
0.6824955039749755,0.32290923040472297,1.279164902965326,0,1,2.322909230404723,2.558329805930652,1
0.1397524836093098,1.4957067211800286,0.0004749863665227949,0,1,3.495706721180029,0.0009499727330455898,1
0.19990820247510832,1.0566098490416067,0.1281061249354394,1,1,-0.9433901509583933,0.0640530624677197,1
0.007362269751005512,0.6836287294797211,-1.5378334517771435,0,1,2.683628729479721,-3.075666903554287,1
0.7869243775021384,-0.9113114887336718,0.6447649695729887,1,0,-2.9113114887336717,0.32238248478649434,0
0.6648508565920321,1.7314287510323434,-0.2604117135724109,1,1,-0.2685712489676566,-0.13020585678620544,0
0.7051653786263351,0.536301432208273,0.4647788621005251,1,0,-1.463698567791727,0.23238943105026255,0
0.7807290310219679,-0.38583877461162164,0.23511369980461824,1,0,-2.3858387746116216,0.11755684990230912,0
0.45891577553833995,-0.668270005305298,0.18093657666377086,0,0,1.3317299946947019,0.3618731533275417,1
0.5687411959528937,0.2567837815138569,-0.045713572466684164,0,0,2.2567837815138567,-0.09142714493336833,1
0.13979699812765745,-1.6710590848384548,0.786599734660454,1,1,-3.671059084838455,0.393299867330227,1
0.11453007353597344,0.6996732753528626,-0.1988925368850661,0,1,2.6996732753528625,-0.3977850737701322,1
0.6684029617904717,-0.9535708146940268,-1.4551974194529833,1,0,-2.953570814694027,-0.7275987097264917,0
